N#,카테고리#,내용#,링크
0#,[오늘의 날짜]#,2021년 09월 18일 (Sat)
1#,[뉴스 정치]#,"황교익, '손발 노동은 아프리카나' 윤석열 맹폭 ""어찌 생각하는지요, 테스형""#",https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=100&oid=011&aid=0003964211
2#,[뉴스 정치]#,윤석열 “가까운 사람도 과오 있을 땐 국민 앞에서 책임 물을 것”#,https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=100&oid=022&aid=0003620920
3#,[뉴스 정치]#,"[영상] 이준석 ""홍준표 '조국 수사' 관점 평가할 만""...세계관 만든 유튜버엔 쓴소리#",https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=100&oid=421&aid=0005612128
4#,[뉴스 정치]#,"조성은 ""뉴욕 가려니 출국 금지 난리…윤석열·김웅·김기현 법적 조치""#",https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=100&oid=057&aid=0001608502
5#,[뉴스 정치]#,"대장지구에 유력 법조인들 줄줄이...이재명 ""국민의힘이 해먹던 사업""#",https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=100&oid=052&aid=0001641988
6#,[뉴스 경제]#,'네 마녀의 날'에 부스터샷도 차질 가능성···美 증시 하락출발 [뉴욕증시 나우]#,https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=101&oid=215&aid=0000985545
7#,[뉴스 경제]#,"“남친 있냐”, “속옷 사진 보내달라”…악성 회원 증가에 칼뽑은 당근마켓#",https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=101&oid=022&aid=0003620918
8#,[뉴스 경제]#,가상화폐 거래소 28곳만 생존…내 코인은 어떻게 되나#,https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=101&oid=448&aid=0000339438
9#,[뉴스 경제]#,‘집합금지·영업제한’ 업종만 손실보상…소상공인 단체 반발#,https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=101&oid=056&aid=0011122977
10#,[뉴스 경제]#,코인거래소 플라이빗 사업자신고…업비트는 첫 신고 수리#,https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=101&oid=016&aid=0001889439
11#,[뉴스 IT/과학]#,36년전 전기차 개발… 英 ‘천재 발명가’ 싱클레어 별세#,https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=105&oid=023&aid=0003641208
12#,[뉴스 IT/과학]#,"코인거래소 줄줄이 문닫은 날, 업비트 1호 가상자산 사업자 됐다#",https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=105&oid=018&aid=0005040551
13#,[뉴스 IT/과학]#,"""이젠 일본 기업도 갤폴드 따라하나?""…日 후지필름 판박이 제품 특허 출원#",https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=105&oid=009&aid=0004854259
14#,[뉴스 IT/과학]#,“아이폰 질린다”…애플 신제품 나와도 삼성 폴더블 ‘환승족’ 우수수! [IT선빵!]#,https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=105&oid=016&aid=0001889435
15#,[뉴스 IT/과학]#,김택진 “엔씨를 둘러싼 외부 반응 냉담…낯설고 불편해도 바꾸겠다”#,https://news.naver.com/main/read.naver?mode=LSD&mid=shm&sid1=105&oid=016&aid=0001889433
16#,[뉴스 CNBC]#,China's embattled developer Evergrande is on the brink of default. Here's why it matters#,https://www.cnbc.com/2021/09/17/china-developer-evergrande-debt-crisis-bond-default-and-investor-risks.html
17#,[뉴스 CNBC]#,"Fed officials owned securities it was buying during pandemic, raising more questions about conflicts#",https://www.cnbc.com/2021/09/17/fed-officials-owned-securities-it-was-buying-during-pandemic-raising-more-questions-about-conflicts.html
18#,[뉴스 CNBC]#,'Take those profits': Strategist says extreme market moves are on the horizon#,https://www.cnbc.com/2021/09/17/build-cash-positions-ahead-of-extreme-market-moves-strategist-says.html
19#,[뉴스 CNBC]#,"Here's how much money you should have in your retirement accounts by age 30, 40, 50 and beyond#",https://www.cnbc.com/2021/09/14/how-much-money-you-should-have-in-your-retirement-accounts-by-current-age.html
20#,[뉴스 CNBC]#,"Nearly 10,000 passengers tested negative before flying — here's how many infections got through#",https://www.cnbc.com/2021/09/17/is-it-safe-to-fly-now-one-preflight-pcr-test-could-be-the-answer.html
20#,[경제 환율]#,"1,178.50@5.00(+0.43%) 상승"
21#,[경제 나스닥]#,"15,053.65@128.27(-0.84%) 하락"
22#,[경제 SP]#,"4,441.89@31.86(-0.71%) 하락"
